,Číslo záznamu,Typ záznamu,Je součást čeho (číslo záznamu),"typ díla (celé dílo, úryvek, antologie, souborné dílo)",Vztah k originálu (překlad vs. adaptace),Druh adaptace (slovem),Autor/ka + kód autority,Název díla dle titulu v latince,Název díla v původním písmu,Údaje o odpovědnosti a další informace (z titulní strany),Původní název,Jazyk díla,Výchozí jazyk ,Zprostředkovací jazyk,Údaje o zprostředkovacím díle,"Město vydání, země vydání, nakladatel",Nakadatel v původním písmu,"Edice, svazek",Název edice v původním písmu,Údaje o časopiseckém vydání,Název časopisu v původním písmu,Počet stran,Rok,ISBN,Další role,Další role v původním písmu,Zdroj či odkaz,Volná poznámka,technická poznámka,Sloupec1,non-fiction
292,293,část knihy,292,celé dílo,překlad,,"Hrabal, Bohumil (jk01042564)",I supa,Η σούπα,,originál neexistuje,gre,cze,,,,,,,,,,,,,,,"Není jasné, který Hrabalův text posloužil jako předloha, nenašli jsme žádný, který by odpovídal víc než jen hlavní linkou děje historky.",,nan,nan
293,294,kniha,nan,celé dílo,překlad,nan,"Hrabal, Bohumil (jk01042564)",Midamines apostasis,Μηδαμινές αποστάσεις,Metafrasi Vera Klondza-Jaklova,Postřižiny,gre,cze,nan,nan,Atény (Řecko) : Gema,nan,nan,nan,nan,nan,144,2007,978-960-89877-1-5,"Klondza-Jaklova, Vera (trl, aft, cwt)","Κλώντζα-Γιάκλοβα, Βέρα",nan,"Medailon autora § Klondza-Jaklova, Vera : Doslov § Poznámky překladatelky",nan,nan,nan
294,295,kniha,,celé dílo,překlad,,"Hrabal, Bohumil (jk01042564)",Mia polythoryvi monaxia,Μια πολυθόρυβη μοναξιά,Metafrasi apo ta tsechika Rene Psyruki,Příliš hlučná samota,gre,cze,,,Atény (Řecko) : Kukkida–Ejeon,Κουκκίδα–Αιγαίον,Logotechnia,Λογοτεχνία,,,126,2008,978-960-98038-7-8,"Michailidu, Theano (aui) § Nikolau, Olga-Alex (aui) § Psyruki, Rene (trl)","Μιχαηλίδου, Θεανώ § Νικολάου, Όλγα-Άλεξ § Ψυρούκη, Ρενέ",,"Michailidu, Theano, Nikolau, Olga-Alex : ""Ja tin vasilikin dryn Rene Psyruki (1927–2007)"" § ""Simioma tis Suzana Rot"" § ""Tris diaforetikes ekdoches tu telus"" § ""Simioma apo t' aftia tu exofyllu tis tsechikis ekdosis Odeon 1989""",,,nan
295,296,kniha,nan,celé dílo,překlad,nan,"Hrabal, Bohumil (jk01042564)",O anthropos pu evlepe ta trena na pernun,Ο άνθρωπος που έβλεπε τα τρένα να περνούν,Mythistorima § Metafrasi Marina Lomi,Ostře sledované vlaky,gre,cze,nan,nan,Atény (Řecko) : Arsenidis,Αρσενίδης,nan,nan,nan,nan,82,1995,960-253-036-7,"Lomi, Marina (aui, trl)","Λώμη, Μαρίνα",nan,Medailon autora,nan,nan,nan
296,297,kniha,,celé dílo,překlad,,"Hrabal, Bohumil (jk01042564)",O Kosmos to Aftomato,Ο Κόσμος το Αυτόματο,Metafrasi Rene Psyruki,Automat Svět,gre,cze,,,Atény (Řecko) : Eolos,Αίολος,Xeni logotechnia,Ξένη λογοτεχνία,,,237,1981,,"Psyruki, Rene (trl, cwt)","Ψυρούκη, Ρενέ",,Poznámka překladatele,,nan,nan
297,298,kniha,nan,celé dílo,překlad,nan,"Hrabal, Bohumil (jk01042564)",Ta trena,Τα τραίνα,Metafrasi Rene Psyruki,Ostře sledované vlaky,gre,cze,nan,nan,Atény (Řecko) : Kalvos,Κάλβος,nan,nan,nan,nan,138,1968,nan,"Psyruki, Rene (trl, aui)","Ψυρούκη, Ρενέ",nan,"Předmluva § ""Apo mia syntomi synentevxi me to syngrafea""",nan,nan,nan
298,299,kniha,,celé dílo,překlad,,"Hrabal, Bohumil (jk01042564)",Trena ypo afstiri parakoluthisi,Τρένα υπό αυστηρή παρακολούθηση,,Ostře sledované vlaky,gre,cze,,,Atény (Řecko) : Kukkida–Ejeon,Κουκκίδα–Αιγαίον,Logotechnia,Λογοτεχνία,,,134,2008,978-960-98038-6-1,"Psyruki, Rene (trl, aui)","Ψυρούκη, Ρενέ",,"2. vydání § Předmluva § ""Z krátkého rozhovoru s autorem""",,nan,nan
299,300,kniha,nan,celé dílo,překlad,nan,"Hrabal, Bohumil (jk01042564)",Tryferos varvaros,Τρυφερός βάρβαρος,Prologos Suzana Rot § Metafrasi apo ta tsechika Rene Psyruki,Něžný barbar,gre,cze,nan,nan,Atény (Řecko) : Irodotos–Maren Sell,Ηρόδοτος–Maren Sell,Petite Bibliothèque européenne du XXe siècle,nan,nan,nan,165,1990,960-7290-14-3,"Psyruki, Rene (trl) § Rot, Suzana (aui)","Ψυρούκη, Ρενέ § Ροτ, Σουζάνα",nan,Suzana Rot : Předmluva,nan,nan,nan
300,301,kniha,,celé dílo,překlad,,"Hrabal, Bohumil (jk01042564)",Ypiretisa ton Anglo vasilia,Υπηρέτησα τον Άγγλο βασιλιά,Metafrasi apo ta tsechika Sonia Stamu-Dorniakova,Obsluhoval jsem anglického krále,gre,cze,,,? (Řecko) : Kastaniotis,Καστανιώτης,,,,,253,2017,978-960-03-6009-7,"Stamu-Dorniakova, Sonia (trl, cwt, aui)","Στάμου-Ντορνιακόβα, Σόνια",,"1. vydání § Poznámka překladatele § ""Ergoviografia""",,,nan
301,302,kniha,nan,celé dílo,překlad,nan,"Klíma, Ivan (jk01060513)",Apokryfi Ikiotita,Απόκρυφη Οικειότητα,nan,Poslední stupeň důvěrnosti,gre,cze,nan,The Ultimate Intimacy,Atény (Řecko) : P. Travlos,Π. Τραυλός,Krystallo,Κρύσταλλο,nan,nan,555,1999,960-7990-20-X,"Chunos, Nestoras (trl, aui)","Χούνος, Νέστορας",nan,Předmluva autora,nan,nan,nan
302,303,kniha,,celé dílo,překlad,,"Klíma, Ivan (jk01060513)",Ena erotiko kalokeri,Ένα ερωτικό καλοκαίρι,Mythistorima § Μetafrasi apo ta tsechika Sonia Stamu-Dorniakova,Milostné léto,gre,cze,,,Atény (Řecko) : Kastaniotis,Καστανιώτης,Syngrafis ap' olo ton kosmo,Συγγραφείς απ' όλο τον κόσμο,,,240,2009,240 978-960-03-4957-3,"Stamu-Dorniakova, Sonia (trl, aui)","Στάμου-Ντορνιακόβα, Σόνια",,1. vydání § Medailon autora,,,nan
303,304,kniha,nan,celé dílo,překlad,nan,"Klíma, Ivan (jk01060513)",Erotas ke skupidia,Έρωτας και σκουπίδια,Metafrasi Katerina Porfyrojeni § Epimelia Anny Spyraku,Láska & smetí,gre,cze,nan,nan,Atény (Řecko) : Alexandria,Αλεξάνδρεια,Kyklos xenis pezografias,Κύκλος ξένης πεζογραφίας,nan,nan,317,1998,960-221-148-2,"Porfyrojeni, Katerina (trl, aui)","Πορφυρογένη, Κατερίνα",nan,1. vydání § Medailon autora,nan,,nan
304,305,kniha,,celé dílo,překlad,,"Klíma, Ivan (jk01060513)",I dokimasia,Η δοκιμασία,Metafrasi Andonis Galeos § Epimelia Vasilis Tsimbukis,Soudce z milosti,gre,cze,,,Atény (Řecko) : Odysseas,Οδυσσέας,,,,,537,1995,960-210-230-6,"Galeos, Andonis (trl, aui)","Γαλέος, Αντώνης",,1. vydání § Medailon autora § Úvodní poznámka autora,,"AŽ SEM ZKONTROLOVAT ZPROSTŘEDKOVACÍ JAZYK (MARKÉTA DOMÝŠLELA, I KDYŽ NEBYLO VÝSLOVNĚ UVEDENO)",nan
305,306,kniha,nan,celé dílo,překlad,nan,"Klíma, Ivan (jk01060513)","Perimenondas to skotadi, perimenondas to fos","Περιμένοντας το σκοτάδι, περιμένοντας το φως",Metafrasi Chrysula Kukiu § Epimelia Era Kujumtzian,"Čekání na tmu, čekání na světlo",gre,cze,nan,"Waiting for the dark, waiting for the light",Atény (Řecko) : Odysseas,Οδυσσέας,nan,nan,nan,nan,255,1997,960-210-305-1,"Kukiu, Chrysula (trl, aui)","Κουκίου, Χρυσούλα",nan,1. vydání § Medailon autora § předloha v samizdatu 1982,nan,nan,nan
306,307,kniha,,celé dílo,překlad,,"Klíma, Ivan (jk01060513)","Ute ajii, ute anjeli","Ούτε άγιοι, ούτε άγγελοι",,"Ani svatí, ani andělé",gre,cze,,No Saints or Angels,? (Řecko) : Kedros,Κέδρος,Xeni pezografia,Ξένη πεζογραφία,,,307,2007,978-960-04-3558-0,"Trapali, Viktoria (trl)","Τράπαλη, Βικτώρια",,,,nan,nan
307,308,kniha,nan,celé dílo,překlad,nan,"Baletas, Kostas",Anthologia tsechoslovakiou diegematos,,,originál neexistuje,gre,cze,nan,nan,? (?) : Pege,nan,nan,nan,nan,nan,109,[1980],nan,"Papadopulos, Dysimachos (trl)",nan,nan,"Záznam opsán (s chybami) z katalogu NK ČR § Obsahuje díla autorů : Andlova, Vera § Balek, Ladislav § Finguli, Bohumil § Francouz, Pavel § Fuks, Jaroslav § Kolárová, Jaromíra § Kot, Josef § Kozák, Jan § Mináč, Vladimír § Nesvadba, Josef § Nohejl, Bohumil § Plávka, Andrej § Rafaj, Miroslav § Rybák, Josef",nan,"je správně jako autor zapsán autor výběru? NE (UVEDE SE JAKO EDITOR V DALŠÍ ROLI), A TENTO ZÁZNAM BY K SOBĚ MĚL MÍT PŘIŘAZENÉ POLOŽKY DLE AUTORŮ JEDNOTLIVÝCH SOUČÁSTÍ",nan
308,309,kniha,,celé dílo,překlad,,"Klíma, Ivan (jk01060513) § Kohout, Pavel (jk01061137) § Kundera, Milan (jk01070894)",Dyo loja schetika me ton podilati : Saranda syngrafis apokryptografun tis ikones tu Kvind Bucholts,Δύο λόγια σχετικά με τον ποδηλάτη : Σαράντα συγγραφείς αποκρυπτογραφούν τις εικόνες του Κβιντ Μπούχολτς,Metafrasi Maju Trikerioti § Menelaos Mavros,originál neexistuje,gre,cze,,BuchBilderBuch,Atény (Řecko) : Grammata,Γράμματα,,,,,120,1998,960-329-269-9,"Krüger, Michael (aui) § Lagos, Daniil (trl) § Mavros, Menelaos (trl) § Trikerioti, Maju (trl)","Krüger, Michael § Λαγός, Δανιήλ § Μάυρος, Μενέλαος § Τρικεριώτη, Μαγιού",,,,"Originál neexistuje, máme přesto psát ""celé dílo""? TOTO VYPADÁ JAKO ANTOLOGIE, KDE JSOU ZAHRNUTI DÍLA TŘÍ AUTORŮ. (PŘEDPOKLÁDÁM, ŽE UVEDENÍ AUTOŘI NESPOLUPRACOVALI NA JEDNOM NOVÉM DÍLE ZDE UVEDENÉM). POKUD SE JEDNÁ O ANTOLOGII, PAK SE NEUVEDE CELÉ DÍLO, NÝBRŽ ANTOLOGIE, A BUDOU NÁSLEDOVAT PŘIŘAZENÉ POLOŽKY. POKUD NEMÁTE INFORMACE O PŘIŘAZENÝCH POLOŽKÁCH A PŘESTO SE JEDNÁ O ANTOLOGII, PAK I PŘESTO BUDE V KOLONCE TYP DÍLA NAPSÁNO ANTOLOGIE",nan
309,310,kniha,nan,celé dílo,překlad,nan,"Kohout, Pavel (jk01061137)",O anthropos pu dolofonuse chires,Ο άνθρωπος που δολοφονούσε χήρες,Metafrasi apo ta jermanika Alexandra D. Ioannidu,Hvězdná hodina vrahů,gre,cze,ger,Die sternstunde der mörder,Atény (Řecko) : Kastaniotis,Καστανιώτης,Syngrafis ap' olo ton kosmo,Συγγραφείς απ' όλο τον κόσμο,nan,nan,462,2000,960-03-2828-5,"Ioannidu, Alexandra D. (trl, aui, cwt)","Ιωαννίδου, Αλέξανδρα Δ.",nan,1. vydání § Medailon autora § Poznámka překladatele,nan,nan,nan
310,311,kniha,,celé dílo,překlad,,"Kohout, Pavel (jk01061137)",O andras pu perpatuse anapoda : I Lefki Vivlos ja tin ypothesi tu Adam Juráček,Ο άντρας που περπατούσε ανάποδα : Η Λευκή Βίβλος για την υπόθεση του Άνταμ Γιουράτσεκ,Mythistorima § Metafrasi apo ta tsechika Sonia Stamu-Dorniakova,Bílá kniha o kauze Adam Juráček,gre,cze,,,Atény (Řecko) : Kastaniotis,Καστανιώτης,,,,,259,2021,978-960-03-6695-2,"Stamu-Dorniakova, Sonia (trl)","Στάμου-Ντορνιάκοβα, Σόνια",,1. vydání,,nan,nan
311,312,kniha,nan,celé dílo,překlad,nan,"Kohout, Pavel (jk01061137)",Ta Oramata tis Ajias Klaras,Τα Οράματα της Αγίας Κλάρας,Metafrasi apo ta jermanika Sofias Kaselaki,Nápady svaté Kláry,gre,cze,ger,nan,Atény (Řecko) : Karanasis,Καρανάσης,Logotechnia tu 20u eona,Λογοτεχνία του 20ου αιώνα,nan,nan,257,1984,nan,"Kaselaki, Sofia (trl)","Κασελάκη, Σοφία",nan,Medailon autora,nan,nan,nan
312,313,kniha,,celé dílo,překlad,,"Kohout, Pavel (jk01061137)",Ta Oramata tis Ajias Klaras,Τα Οράματα της Αγίας Κλάρας,,Nápady svaté Kláry,gre,cze,ger,,? (Řecko) : Ch. Chtistakopulos,Χ. Χριστακόπουλος,Xeni logotechnia,Ξένη λογοτεχνία,,,258,1991,,"Kaselaki, Sofia (trl)","Κασελάκη, Σοφία",,,,nan,nan
313,314,kniha,nan,celé dílo,překlad,nan,"Kohout, Pavel (jk01061137)",Chionizo : I exomolojisis mias jynekas apo tin Praga,Χιονίζω : Οι εξομολογήσεις μιας γυναίκας από την Πράγα,Mythistorima § Metafrasi apo ta tsechika Sonia Stamu-Dorniakova,Sněžím,gre,cze,nan,nan,Atény (Řecko) : Kastaniotis,Καστανιώτης,Syngrafis ap' olo ton kosmo,Συγγραφείς απ' όλο τον κόσμο,nan,nan,348,2005,960-03-4045-5,"Stamu-Dorniakova, Sonia (trl, aui)","Στάμου-Ντόρνιακοβα, Σόνια",nan,1. vydání § Medailon autora,nan,nan,nan
314,315,kniha,,celé dílo,překlad,,"Amaniti, N. § Asonitis, A. M. § Divani, L. § Feiber, M. § Fioretos, A. § Chandra, G. § Japen, A. § Keret, E. § Kohout, P. (jk01061137) § Prada, Ch. M. § Skambeta, A. A. § Skurtis, G. § Sultse, I. § Tsitsekoglu, F.",Global Novel : To mythistorima tu kosmu,Global Novel : Το μυθιστόρημα του κόσμου,Nikolo Amaniti § Alexandros M. Asonitis § Artur Japen § Lena Divani § Etngar Keret § Pavel Kochut § Manuel De Prada § Antonio Skambeta § Jorgos Skurtis § Inngo Sultse § Ferinde Tsitsekoglu § Misel Feimber § Aris Fioretos § Jarmina Chandra,originál neexistuje,gre,cze,,,Atény (Řecko) : Kastaniotis,Καστανιώτης,Syngrafis ap' olo ton kosmo,Συγγραφείς απ' όλο τον κόσμο,,,396,2003,960-03-3634-2,"Chrysostomidis, Andeos (aui) § Stamu-Dorniakova, Sonia (trl)","Χρυσοστομίδης, Ανταίος § Στάμου-Ντόρνιακοβα, Σόνια",,Poděkování § Medailony autorů,,nan,nan
315,316,kniha,nan,celé dílo,překlad,nan,"Kozák, Jan (jk01062556)",Mariana Randvakova : Nuvela,Μαριάνα Ραντβάκοβα : Νουβέλα,nan,Mariana Radvaková,gre,cze,nan,nan,Atény (Řecko) : Synchroni epochi,Σύγχρονη εποχή,nan,nan,nan,nan,149,1985,nan,"Papadopulos, Lysimachos (trl)","Παπαδόπουλος, Λυσίμαχος",nan,nan,nan,nan,nan
316,317,kniha,,celé dílo,překlad,,"Kundera, Milan (jk01070894)",Jelii erotes,Γελοίοι έρωτες,Metafrasi apo ta gallika Jannis Dimolitsas,Směšné lásky,gre,cze,fre,Risibles amours,Atény (Řecko) : Odysseas,Οδυσσέας,Vivlia tsepis,Βιβλία τσέπης,,,281,1984,,"Dimolitsas, Jannis (trl, aui)","Δημολίτσας, Γιάννης",,1. vydání § Medailon autora,,nan,nan
317,318,část knihy,317,celé dílo,překlad,nan,"Kundera, Milan (jk01070894)",Kanis den tha jelasi,Κανείς δεν θα γελάσει,nan,Nikdo se nebude smát,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
318,319,část knihy,317,celé dílo,překlad,,"Kundera, Milan (jk01070894)",To chryso milo tu eoniu pothu,Το χρυσό μήλο του αιώνιου πόθου,,Zlaté jablko věčné touhy,,,,,,,,,,,,,,,,,,,nan,nan
319,320,část knihy,317,celé dílo,překlad,nan,"Kundera, Milan (jk01070894)",To pechnidi tu oto-stop,Το παιχνίδι του ωτο-στόπ,nan,Falešný autostop,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
320,321,část knihy,317,celé dílo,překlad,,"Kundera, Milan (jk01070894)",To symbosio,Το συμπόσιο,,Symposion,,,,,,,,,,,,,,,,,,,nan,nan
321,322,část knihy,317,celé dílo,překlad,nan,"Kundera, Milan (jk01070894)",I palii nekri na parachorisun ti thesi tus stus neus nekrus,Οι παλιοί νεκροί να παραχωρήσουν τη θέση τους στους νέους νεκρούς,nan,Ať ustoupí staří mrtví mladým mrtvým,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
322,323,část knihy,317,celé dílo,překlad,,"Kundera, Milan (jk01070894)",I jatros Havel deka chronia meta,Ο γιατρός Χάβελ δέκα χρόνια μετά,,Doktor Havel po dvaceti letech,,,,,,,,,,,,,,,,,,,nan,nan
323,324,část knihy,317,celé dílo,překlad,nan,"Kundera, Milan (jk01070894)",O Eduardos ke o Theos,Ο Εδουάρδος και ο Θεός,nan,Eduard a Bůh,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
324,325,kniha,,celé dílo,překlad,,"Kundera, Milan (jk01070894)",Jelii erotes,Γελοίοι έρωτες,Metafrasi apo ta gallika Jannis Dimolitsas,Směšné lásky,gre,cze,fre,Risibles amours,Atény (Řecko) : Odysseas,Οδυσσέας,Sirines,Σειρήνες,,,281,1990,,"Dimolitsas, Jannis (trl, aui)","Δημολίτσας, Γιάννης",,Medailon autora,,nan,nan
325,326,kniha,nan,celé dílo,překlad,nan,"Kundera, Milan (jk01070894)",I avastachti elafrotita tu ine,Η αβάσταχτη ελαφρότητα του είναι,Metafrasi apo ta Gallika Katerina Daskalaki,Nesnesitelná lehkost bytí,gre,cze,fre,L' Insoutenable légèreté de l’être,Atény (Řecko) : Estia,Εστία,nan,nan,nan,nan,384,1986,nan,"Daskalaki, Katerina (trl)","Δασκαλάκη, Κατερίνα",nan,1. vydání,nan,nan,nan
326,327,kniha,,celé dílo,překlad,,"Kundera, Milan (jk01070894)",I avastachti elafrotita tu Ine,Η αβάσταχτη ελαφρότητα του Είναι,Metafrasi apo ta Gallika Katerina Daskalaki,Nesnesitelná lehkost bytí,gre,cze,fre,L' Insoutenable légèreté de l’être,? (Itálie) : To Vima § Metropoli SpA,Το Βήμα § Metropoli SpA,Anagnosi,Ανάγνωση,,,317,2007,88-8371-282-Χ,"Daskalaki, Katerina (trl)","Δασκαλάκη, Κατερίνα",,,,nan,nan
327,328,kniha,nan,celé dílo,překlad,nan,"Kundera, Milan (jk01070894)",I avastachti elafrotita tis yparxis,Η αβάσταχτη ελαφρότητα της ύπαρξης,Mythistorima § Metafrasi apo tin oristiki galliki ekdosi Jannis I. Charis,Nesnesitelná lehkost bytí,gre,cze,fre,L' Insoutenable légèreté de l’être,Atény (Řecko) : Estia,Εστία,Xeni Logotechnia,Ξένη Λογοτεχνία,nan,nan,435,2016,978-960-05-1679-1,"Charis, Jannis Ι. (trl)","Χάρης, Γιάννης Η.",nan,nan,nan,nan,nan
328,329,kniha,,celé dílo,překlad,,"Kundera, Milan (jk01070894)",I agnia,Η άγνοια,Mythistorima § Metafrasi apo to galliko prototypo Jannis I. Charis § Triti ekdosi § Triakosti chiliada,L' ignorance,gre,fre,,,Atény (Řecko) : Estia,Εστία,Xeni logotechnia,Ξένη λογοτεχνία,,,181,2001,960-05-0988-3,"Charis, Jannis I. (trl, aui)","Χάρης, Γιάννης Η.",,Medailon autora,,nan,nan
329,330,kniha,nan,celé dílo,překlad,nan,"Kundera, Milan (jk01070894)",I athanasia,Η αθανασία,Metafrasi apo ta gallika Katerina Daskalaki,Nesmrtelnost,gre,cze,fre,L' Immortalité,Atény (Řecko) : Estia,Εστία,Xeni logotechnia,Ξένη λογοτεχνία,nan,nan,416,1991,960-05-0322-Χ,"Daskalaki, Katerina (trl)","Δασκαλάκη, Κατερίνα",nan,1. vydání,nan,nan,nan
330,331,kniha,,celé dílo,překlad,,"Kundera, Milan (jk01070894)",I athanasia,Η αθανασία,,Nesmrtelnost,gre,cze,,,Atény (Řecko) : Estia,Εστία,Xeni logotechnia,Ξένη λογοτεχνία,,,460,2019,978-960-05-1764-4,"Charis, Jannis I. (trl)","Χάρης, Γιάννης Η.",,1. vydání,,nan,nan
331,332,kniha,nan,celé dílo,překlad,nan,"Kundera, Milan (jk01070894)",I vradytita,Η βραδύτητα,Metafrasi apo to galliko prototypo Serafim Velendzas,La Lenteur,gre,fre,nan,nan,Atény (Řecko) : Estia,Εστία,Xeni logotechnia,Ξένη λογοτεχνία,nan,nan,161,1996,960-05-0684-1,"Velendzas, Serafim (trl)","Βελέντζας, Σεραφείμ",nan,1. vydání,nan,nan,nan
332,333,kniha,,celé dílo,překlad,,"Kundera, Milan (jk01070894)",I jorti tis asimandotitas,Η γιορτή της ασημαντότητας,Mythistorima § Metafrasi Jannis I. Charis,La fête de l' insignifiance,gre,fre,,,Atény (Řecko) : Estia,Εστία,Xeni logotechnia,Ξένη λογοτεχνία,,,140,2013,978-960-05-1608-1,"Charis, Jannis I. (trl)","Χάρης, Γιάννης Η.",,,,nan,nan
333,334,kniha,nan,celé dílo,překlad,nan,"Kundera, Milan (jk01070894)",I zoi ine allu,Η ζωή είναι αλλού,nan,Život je jinde,gre,cze,nan,nan,? (Řecko) : Odysseas,Οδυσσέας,nan,nan,nan,nan,372,1979,nan,"Tsakalis, Andreas (trl)","Τσάκαλης, Ανδρέας",nan,1. vydání,nan,nan,nan
334,335,kniha,,celé dílo,překlad,,"Kundera, Milan (jk01070894)",I zoi ine allu,Η ζωή είναι αλλού,Metafrasi apo ta tsechika Andreas Tsakalis,Život je jinde,gre,cze,,,? (Řecko) : Odysseas,Οδυσσέας,,,,,372,1984,978-960-210-084-4,"Tsakalis, Andreas (trl, aui)","Τσάκαλης, Ανδρέας",,Kapesní vydání § Medailon autora,,nan,nan
335,336,kniha,nan,celé dílo,překlad,nan,"Kundera, Milan (jk01070894)",I zoi ine allu,Η ζωή είναι αλλού,nan,Život je jinde,gre,cze,nan,nan,? (Řecko) : Odysseas,Οδυσσέας,Sirines,Σειρήνες,nan,nan,nan,1990,978-960-210-084-4,"Tsakalis, Andreas (trl)","Τσάκαλης, Ανδρέας",nan,nan,nan,nan,nan
336,337,kniha,,celé dílo,překlad,,"Kundera, Milan (jk01070894)",I zoi ine allu,Η ζωή είναι αλλού,"Mythistorima § Metafrasi apo tin anatheorimeni, galliki ekdosi Jannis I. Charis § Defteri ekdosi",Život je jinde,gre,cze,fre,La vie est ailleurs,Atény (Řecko) : Estia,Εστία,,,,,413,2004,960-05-1132-2,"Charis, Jannis I. (trl)","Χάρης, Γιάννης Η.",,2. vydání,,nan,nan
